"seller_id","seller_zip_code_prefix","seller_state","seller_city","total_sales","avg_ratings"
"610f72e4-07cd-d7ca-aa2f-8167b0163fd8",1201,"SP","sao paulo","13585.16","3.7058823529411765"
"289cdb32-5fb7-e7f8-91c3-8608bf9e0962",31570,"SP","belo horizonte","13544.95","4.5793650793650794"
"0b35c634-5210-43bf-4b47-e21547b99ab5",84530,"PR","teixeira soares","13533.65","3.4935064935064935"
"a3e9a2c7-0048-0d9b-b01f-ba070ba80a0e",14940,"SP","ibitinga","13440.8","4.0136986301369863"
"d05ae8f7-a5bd-1d2a-690a-44cd079e4e27",22775,"RJ","rio de janeiro","13436.0","3.7875000000000000"
"34d1ca11-b242-c0fe-e2c8-34ae8d788566",36415,"MG","congonhas","13422.24","4.3000000000000000"
"1ca7077d-890b-907f-89be-8c954a02686a",6506,"SP","santana de parnaiba","13341.57","2.1985294117647059"
"8cc6a0e5-738e-61a8-7b03-c78b2ba9db4b",37795,"MG","andradas","13312.40","4.1538461538461538"
"669ae818-80e0-8f26-9a64-487cfb287169",89160,"SC","rio do sul","13248.87","4.1016042780748663"
"5d378b73-ab7d-d6f0-418d-743e5dcb0bd1",1026,"SP","sao paulo","13243.0","3.8571428571428571"
"ad97a199-2363-54e5-3fcd-91a5a913e9a2",88350,"SC","brusque","13205.90","4.5000000000000000"
"c31eff83-34d6-b304-7ed3-4bebd4d62c36",13322,"SP","salto","13191.50","3.8524590163934426"
"e8b3a3a3-8279-a82f-0e5d-006d5e5b7d2c",87230,"PR","jussara","13154.7","3.7419354838709677"
"6edacfd9-f907-4789-dad6-d62ba7950b9c",7135,"SP","guarulhos","13147.1","4.3607305936073059"
"99eaacc9-e604-6db1-c82b-163c5f84869f",14400,"SP","franca","13139.17","3.9000000000000000"
"9e622925-0fed-be05-838f-ef417b74e7fb",16800,"SP","mirandopolis","13132.2","3.8974358974358974"
"431af27f-296b-c651-9d89-0aa5a05fdb11",14110,"SP","ribeirao preto","13109.5","3.7840000000000000"
"d50d79cb-34e3-8265-a864-9c383dcffd48",8290,"SP","sao paulo","13012.42","4.2463768115942029"
"530ec610-9d11-eaaf-8799-9465c6afee01",85807,"PR","cascavel","12983.81","4.2211538461538462"
"6e386f64-c84e-482f-0b9a-bf960797ee1b",1539,"SP","sao paulo","12938.3","4.6071428571428571"
"e24fc9fc-d865-784f-b257-05606fe3dfe7",12913,"SP","braganca paulista","12936.0","4.1964285714285714"
"039e6ad9-dae7-9614-4930-83e241147386",3560,"SP","sao paulo","12925.0","4.0000000000000000"
"c60b801f-2d52-c7f7-f91d-e00870882a75",7174,"SP","guarulhos","12913.5","3.3170731707317073"
"cfb1a033-7436-68a1-9231-6f3c6d1d2671",18110,"SP","votorantim","12803.64","3.9308510638297872"
"ac350871-9a1d-8f5b-7614-b798f70af136",92030,"RS","canoas","12775.84","4.5686274509803922"
"ed4acab3-8528-488b-65a9-a9c603ff024a",8260,"SP","sao paulo","12759.45","3.7250000000000000"
"7202e2ba-2057-9a9b-d1ac-b29e61fe71f6",14401,"SP","franca","12750.5","3.8333333333333333"
"2b1a40c1-daab-c6ca-280c-4b815c101841",35500,"MG","divinopolis","12732.60","3.6285714285714286"
"c66dccfb-3f10-9511-246d-a627dd5a2498",11900,"SP","registro","12708.55","4.4888888888888889"
"2e1c9f22-be26-9ef4-643f-826c9e650a52",4850,"SP","sao paulo","12687.68","4.1637426900584795"
"00fc707a-aaad-2d31-347c-f883cd2dfe10",87025,"PR","maringa","12684.90","3.7375886524822695"
"b372ee76-8ed6-9e46-ca8c-dbd267aa7a38",15013,"SP","sao jose do rio preto","12630.0","4.4000000000000000"
"66e0557e-cc2b-4dbe-a057-e93f215f68d8",4771,"SP","sao paulo","12480.0","3.9354838709677419"
"a7f13822-ceb9-66b0-76af-67121f87b063",8577,"SP","itaquaquecetuba","12477.64","3.4352941176470588"
"2138ccb8-5b11-a4ec-1e37-afbd1c8eda1f",8250,"SP","sao paulo","12357.03","3.8997668997668998"
"056b4ada-5bbc-2c50-cc78-42547dda6b51",26379,"RJ","queimados","12333.39","4.1230769230769231"
"d6b1ce66-b035-a475-f00c-017792ff9769",13327,"SP","salto","12277.40","4.1650485436893204"
"48436dad-e18a-c8b2-bce0-89ec2a041202",27277,"SP","volta redonda","12271.71","4.0463576158940397"
"c510bc17-18f0-f296-1eaa-42a23330681a",13330,"SP","indaiatuba","12251.00","4.0000000000000000"
"fbc14c0c-f935-05ef-89f6-4665ffa4a7b5",14150,"SP","serrana","12227.82","4.1764705882352941"
"c8b0e2b0-a709-5e5d-8219-575d5e7e1181",8598,"SP","itaquaquecetuba","12170.21","4.0476190476190476"
"70c27847-eca8-195c-983e-d7e798c56743",20930,"RJ","rio de janeiro","12077.52","4.2040816326530612"
"ff063b02-2a9a-0aab-91ba-d2c9088760b7",9171,"SP","santo andre","12076.5","4.2842105263157895"
"e26901d5-ab43-4ce9-2fd9-b5c256820a4e",9350,"SP","maua","11990.9","4.0588235294117647"
"701938c4-5070-5b8a-e65f-c923b70f35c7",15014,"SP","s jose do rio preto","11983.28","3.7657657657657658"
"c4f7fee5-b0db-50e8-7766-f5a4d1b1b758",18085,"SP","sorocaba","11961.83","2.6666666666666667"
"12863947-3a13-9ac0-f3e5-f5ade55873a5",87050,"PR","maringa","11908.85","4.1768953068592058"
"d71d863e-5ef3-0d94-e440-c11be17dcd8f",6144,"SP","osasco","11900.9","3.2424242424242424"
